Region,Country,Indicator,Input,Date
Asia-Pacific,Kiribati,Designation of the National Preventive Mechanism (in law) ,0.0,
Asia-Pacific,Kyrgyzstan,Designation of the National Preventive Mechanism (in law) ,1.0,2015-01-01
Asia-Pacific,Lao People's Democratic Republic,Designation of the National Preventive Mechanism (in law) ,0.0,
Asia-Pacific,Marshall Islands,Designation of the National Preventive Mechanism (in law) ,0.0,
Asia-Pacific,Malaysia,Designation of the National Preventive Mechanism (in law) ,0.0,
Asia-Pacific,Maldives,Designation of the National Preventive Mechanism (in law) ,1.0,2007-01-01
Asia-Pacific,Micronesia,Designation of the National Preventive Mechanism (in law) ,0.0,
Asia-Pacific,Mongolia,Designation of the National Preventive Mechanism (in law) ,1.0,2022-01-01
Asia-Pacific,Myanmar,Designation of the National Preventive Mechanism (in law) ,0.0,
Asia-Pacific,Nauru,Designation of the National Preventive Mechanism (in law) ,0.0,
Asia-Pacific,Nepal,Designation of the National Preventive Mechanism (in law) ,0.0,
Asia-Pacific,New Zealand,Designation of the National Preventive Mechanism (in law) ,1.0,2007-01-01
Asia-Pacific,Niue,Designation of the National Preventive Mechanism (in law) ,0.0,
Asia-Pacific,Palau,Designation of the National Preventive Mechanism (in law) ,0.0,
Asia-Pacific,Papua New Guinea,Designation of the National Preventive Mechanism (in law) ,0.0,
Asia-Pacific,Pakistan,Designation of the National Preventive Mechanism (in law) ,0.0,
Asia-Pacific,Philippines,Designation of the National Preventive Mechanism (in law) ,0.0,
Asia-Pacific,Republic of Korea,Designation of the National Preventive Mechanism (in law) ,0.0,
Asia-Pacific,Samoa,Designation of the National Preventive Mechanism (in law) ,0.0,
Asia-Pacific,Solomon Islands,Designation of the National Preventive Mechanism (in law) ,0.0,
Asia-Pacific,Singapore,Designation of the National Preventive Mechanism (in law) ,0.0,
Asia-Pacific,Sri Lanka,Designation of the National Preventive Mechanism (in law) ,1.0,2019-01-01
Asia-Pacific,Tajikistan,Designation of the National Preventive Mechanism (in law) ,0.0,
Asia-Pacific,Thailand,Designation of the National Preventive Mechanism (in law) ,0.0,
Asia-Pacific,Timor-Leste,Designation of the National Preventive Mechanism (in law) ,0.0,
Asia-Pacific,Tonga,Designation of the National Preventive Mechanism (in law) ,0.0,
Asia-Pacific,Turkmenistan,Designation of the National Preventive Mechanism (in law) ,0.0,
Asia-Pacific,Tuvalu,Designation of the National Preventive Mechanism (in law) ,0.0,
Asia-Pacific,Uzbekistan,Designation of the National Preventive Mechanism (in law) ,0.0,
Asia-Pacific,Vanuatu,Designation of the National Preventive Mechanism (in law) ,0.0,
Asia-Pacific,Viet Nam,Designation of the National Preventive Mechanism (in law) ,0.0,
Americas,Antigua and Barbuda,Operationality of the National Preventive Mechanism ,,
Americas,Argentina,Operationality of the National Preventive Mechanism ,1.0,2018-01-01
Americas,Bahamas,Operationality of the National Preventive Mechanism ,,
Americas,Barbados,Operationality of the National Preventive Mechanism ,,
Americas,Belize,Operationality of the National Preventive Mechanism ,,
Americas,Bolivia,Operationality of the National Preventive Mechanism ,1.0,2016-01-01
Americas,Brazil,Operationality of the National Preventive Mechanism ,1.0,2016-01-01
Americas,Canada,Operationality of the National Preventive Mechanism ,,
Americas,Chile,Operationality of the National Preventive Mechanism ,1.0,2020-01-01
Americas,Colombia,Operationality of the National Preventive Mechanism ,,
Americas,Costa Rica,Operationality of the National Preventive Mechanism ,1.0,2009-01-01
Americas,Cuba,Operationality of the National Preventive Mechanism ,,
Americas,Dominica,Operationality of the National Preventive Mechanism ,,
Americas,Dominican Republic,Operationality of the National Preventive Mechanism ,,
Americas,Ecuador,Operationality of the National Preventive Mechanism ,1.0,2012-01-01
Americas,El Salvador,Operationality of the National Preventive Mechanism ,,
Americas,Grenada,Operationality of the National Preventive Mechanism ,,
Americas,Guatemala,Operationality of the National Preventive Mechanism ,1.0,2014-01-01
Americas,Guyana,Operationality of the National Preventive Mechanism ,1.0,2012-01-01
Americas,Haiti,Operationality of the National Preventive Mechanism ,,
Americas,Honduras,Operationality of the National Preventive Mechanism ,1.0,2010-01-01
Americas,Jamaica,Operationality of the National Preventive Mechanism ,,
Americas,Mexico,Operationality of the National Preventive Mechanism ,1.0,2018-01-01
Americas,Nicaragua,Operationality of the National Preventive Mechanism ,1.0,2012-01-01
Americas,Panama,Operationality of the National Preventive Mechanism ,1.0,2018-01-01
Americas,Paraguay,Operationality of the National Preventive Mechanism ,1.0,2013-01-01
Americas,Peru,Operationality of the National Preventive Mechanism ,1.0,2017-01-01
Americas,Saint Kitts and Nevis,Operationality of the National Preventive Mechanism ,,
Americas,Saint Lucia,Operationality of the National Preventive Mechanism ,,
Americas,Saint Vincent and the Grenadines,Operationality of the National Preventive Mechanism ,,
Americas,Suriname,Operationality of the National Preventive Mechanism ,,
Americas,Trinidad and Tobago,Operationality of the National Preventive Mechanism ,,
Americas,United States,Operationality of the National Preventive Mechanism ,,
Americas,Uruguay,Operationality of the National Preventive Mechanism ,1.0,2013-01-01
Americas,Venezuela,Operationality of the National Preventive Mechanism ,,
Africa,Algeria,Operationality of the National Preventive Mechanism ,,
Africa,Angola,Operationality of the National Preventive Mechanism ,,
Africa,Benin,Operationality of the National Preventive Mechanism ,,
Africa,Botswana,Operationality of the National Preventive Mechanism ,,
Africa,Burkina Faso,Operationality of the National Preventive Mechanism ,1.0,2021-01-01
Africa,Burundi,Operationality of the National Preventive Mechanism ,,
Africa,Cabo Verde,Operationality of the National Preventive Mechanism ,1.0,2018-01-01
Africa,Cameroon,Operationality of the National Preventive Mechanism ,,
Africa,Central African Republic,Operationality of the National Preventive Mechanism ,,
Africa,Chad,Operationality of the National Preventive Mechanism ,,
Africa,Comoros,Operationality of the National Preventive Mechanism ,,
Africa,Congo,Operationality of the National Preventive Mechanism ,,
Africa,Cote d'Ivoire,Operationality of the National Preventive Mechanism ,,
Africa,Democratic Republic of the Congo,Operationality of the National Preventive Mechanism ,,
Africa,Djibouti,Operationality of the National Preventive Mechanism ,,
Africa,Equatorial Guinea,Operationality of the National Preventive Mechanism ,,
Africa,Eritrea,Operationality of the National Preventive Mechanism ,,
Africa,Ethiopia,Operationality of the National Preventive Mechanism ,,
Africa,Gabon,Operationality of the National Preventive Mechanism ,,
Africa,Gambia,Operationality of the National Preventive Mechanism ,,
Africa,Ghana,Operationality of the National Preventive Mechanism ,,
Africa,Guinea,Operationality of the National Preventive Mechanism ,,
Africa,Guinea-Bissau,Operationality of the National Preventive Mechanism ,,
Africa,Kenya,Operationality of the National Preventive Mechanism ,,
Africa,Lesotho,Operationality of the National Preventive Mechanism ,,
Africa,Liberia,Operationality of the National Preventive Mechanism ,,
Africa,Madagascar,Operationality of the National Preventive Mechanism ,1.0,2019-01-01
Africa,Malawi,Operationality of the National Preventive Mechanism ,,
Africa,Mali,Operationality of the National Preventive Mechanism ,1.0,2016-01-01
Africa,Mauritania,Operationality of the National Preventive Mechanism ,1.0,2016-01-01
Africa,Mozambique,Operationality of the National Preventive Mechanism ,0.0,
Africa,Namibia,Operationality of the National Preventive Mechanism ,,
Africa,Niger,Operationality of the National Preventive Mechanism ,,
Africa,Nigeria,Operationality of the National Preventive Mechanism ,0.0,
Africa,Rwanda,Operationality of the National Preventive Mechanism ,1.0,2018-01-01
Africa,Sao Tome and Principe,Operationality of the National Preventive Mechanism ,,
Africa,Senegal,Operationality of the National Preventive Mechanism ,1.0,2011-01-01
Africa,Seychelles,Operationality of the National Preventive Mechanism ,,
Africa,Sierra Leone,Operationality of the National Preventive Mechanism ,,
Africa,Somalia,Operationality of the National Preventive Mechanism ,,
Africa,South Sudan,Operationality of the National Preventive Mechanism ,,
Africa,Sudan,Operationality of the National Preventive Mechanism ,,
Africa,Swaziland,Operationality of the National Preventive Mechanism ,,
Africa,Uganda,Operationality of the National Preventive Mechanism ,,
Africa,United Republic of Tanzania,Operationality of the National Preventive Mechanism ,,
Africa,Zambia,Operationality of the National Preventive Mechanism ,,
Africa,Zimbabwe,Operationality of the National Preventive Mechanism ,,
Africa,Mauritius,Operationality of the National Preventive Mechanism ,1.0,2014-01-01
Africa,South Africa,Operationality of the National Preventive Mechanism ,1.0,2019-01-01
Africa,Togo,Operationality of the National Preventive Mechanism ,1.0,2019-01-01
Europe,Albania,Operationality of the National Preventive Mechanism ,1.0,2008-01-01
Europe,Andorra,Operationality of the National Preventive Mechanism ,,
Europe,Austria,Operationality of the National Preventive Mechanism ,1.0,2012-01-01
Europe,Armenia,Operationality of the National Preventive Mechanism ,1.0,2017-01-01
Europe,Belarus,Operationality of the National Preventive Mechanism ,,
Europe,Belgium,Operationality of the National Preventive Mechanism ,,
Europe,Bulgaria,Operationality of the National Preventive Mechanism ,1.0,2012-01-01
Europe,Croatia,Operationality of the National Preventive Mechanism ,1.0,2012-01-01
Europe,Cyprus,Operationality of the National Preventive Mechanism ,1.0,2009-01-01
Europe,France,Operationality of the National Preventive Mechanism ,1.0,2008-01-01
Europe,Czech Republic,Operationality of the National Preventive Mechanism ,1.0,2006-01-01
Europe,Denmark,Operationality of the National Preventive Mechanism ,1.0,2009-01-01
Europe,Estonia,Operationality of the National Preventive Mechanism ,1.0,2007-01-01
Europe,Finland,Operationality of the National Preventive Mechanism ,1.0,2017-01-01
Europe,Georgia,Operationality of the National Preventive Mechanism ,1.0,2009-01-01
Europe,Germany,Operationality of the National Preventive Mechanism ,1.0,2010-01-01
Europe,Greece,Operationality of the National Preventive Mechanism ,1.0,2016-01-01
Europe,Holy See,Operationality of the National Preventive Mechanism ,,
Europe,Hungary,Operationality of the National Preventive Mechanism ,1.0,2015-01-01
Europe,Iceland,Operationality of the National Preventive Mechanism ,1.0,2018-01-01
Europe,Italy,Operationality of the National Preventive Mechanism ,1.0,2016-01-01
Europe,Ireland,Operationality of the National Preventive Mechanism ,,
Europe,Latvia,Operationality of the National Preventive Mechanism ,1.0,2018-01-01
Europe,Liechtenstein,Operationality of the National Preventive Mechanism ,1.0,2007-01-01
Europe,Lithuania,Operationality of the National Preventive Mechanism ,1.0,2014-01-01
Europe,Luxembourg,Operationality of the National Preventive Mechanism ,1.0,2012-01-01
Europe,North Macedonia,Operationality of the National Preventive Mechanism ,1.0,2011-01-01
Europe,Romania,Operationality of the National Preventive Mechanism ,1.0,2014-01-01
Europe,San Marino,Operationality of the National Preventive Mechanism ,,
Europe,Serbia,Operationality of the National Preventive Mechanism ,1.0,2011-01-01
Europe,Slovakia,Operationality of the National Preventive Mechanism ,1.0,2024-01-01
Europe,Slovenia,Operationality of the National Preventive Mechanism ,1.0,2008-01-01
Europe,Spain,Operationality of the National Preventive Mechanism ,1.0,2010-01-01
Europe,Sweden,Operationality of the National Preventive Mechanism ,1.0,2011-01-01
Europe,Switzerland,Operationality of the National Preventive Mechanism ,1.0,2009-01-01
Europe,United Kingdom,Operationality of the National Preventive Mechanism ,1.0,2009-01-01
Europe,Malta,Operationality of the National Preventive Mechanism ,1.0,2008-02-01
Europe,Monaco,Operationality of the National Preventive Mechanism ,,
Europe,Montenegro,Operationality of the National Preventive Mechanism ,1.0,2013-01-01
Europe,Netherlands,Operationality of the National Preventive Mechanism ,1.0,2012-01-01
Europe,Norway,Operationality of the National Preventive Mechanism ,1.0,2014-01-01
Europe,Poland,Operationality of the National Preventive Mechanism ,1.0,2010-01-01
Europe,Portugal,Operationality of the National Preventive Mechanism ,1.0,2012-01-01
Europe,Republic of Moldova,Operationality of the National Preventive Mechanism ,1.0,2014-01-01
Europe,Russia,Operationality of the National Preventive Mechanism ,,
Europe,Turkey,Operationality of the National Preventive Mechanism ,1.0,2014-01-01
Europe,Ukraine,Operationality of the National Preventive Mechanism ,1.0,2012-01-01
Middle East,Bahrain,Operationality of the National Preventive Mechanism ,,
Middle East,Egypt,Operationality of the National Preventive Mechanism ,,
Middle East,Iran,Operationality of the National Preventive Mechanism ,,
Middle East,Iraq,Operationality of the National Preventive Mechanism ,,
Middle East,Israel,Operationality of the National Preventive Mechanism ,,
Middle East,Jordan,Operationality of the National Preventive Mechanism ,,
Middle East,Kuwait,Operationality of the National Preventive Mechanism ,,
Middle East,Lebanon,Operationality of the National Preventive Mechanism ,1.0,2019-01-01
Middle East,Libya,Operationality of the National Preventive Mechanism ,,
Middle East,Morocco,Operationality of the National Preventive Mechanism ,1.0,2018-01-01
Middle East,State of Palestine,Operationality of the National Preventive Mechanism ,,
Middle East,Oman,Operationality of the National Preventive Mechanism ,,
Middle East,Qatar,Operationality of the National Preventive Mechanism ,,
Middle East,Saudi Arabia,Operationality of the National Preventive Mechanism ,,
Middle East,Syria ,Operationality of the National Preventive Mechanism ,,
Middle East,Tunisia,Operationality of the National Preventive Mechanism ,1.0,2016-01-01
Middle East,United Arab Emirates,Operationality of the National Preventive Mechanism ,,
Middle East,Yemen,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Afghanistan,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Australia,Operationality of the National Preventive Mechanism ,1.0,2019-01-01
Asia-Pacific,Azerbaijan,Operationality of the National Preventive Mechanism ,1.0,2009-01-01
Asia-Pacific,Bangladesh,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Bhutan,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Brunei Darussalam,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Cambodia,Operationality of the National Preventive Mechanism ,0.0,
Asia-Pacific,China,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Cook Islands,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Fiji,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Democratic People's Republic of Korea,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,India,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Indonesia,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Japan,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Kazakhstan,Operationality of the National Preventive Mechanism ,1.0,2014-01-01
Asia-Pacific,Kiribati,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Kyrgyzstan,Operationality of the National Preventive Mechanism ,1.0,2014-01-01
Asia-Pacific,Lao People's Democratic Republic,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Marshall Islands,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Malaysia,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Maldives,Operationality of the National Preventive Mechanism ,1.0,2008-01-01
Asia-Pacific,Micronesia,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Mongolia,Operationality of the National Preventive Mechanism ,1.0,2020-01-01
Asia-Pacific,Myanmar,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Nauru,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Nepal,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,New Zealand,Operationality of the National Preventive Mechanism ,1.0,2007-01-01
Asia-Pacific,Niue,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Palau,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Papua New Guinea,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Pakistan,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Philippines,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Republic of Korea,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Samoa,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Solomon Islands,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Singapore,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Sri Lanka,Operationality of the National Preventive Mechanism ,1.0,2022-01-01
Asia-Pacific,Tajikistan,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Thailand,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Timor-Leste,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Tonga,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Turkmenistan,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Tuvalu,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Uzbekistan,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Vanuatu,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Viet Nam,Operationality of the National Preventive Mechanism ,,
Americas,Antigua and Barbuda,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Americas,Argentina,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,1999-01-01
Americas,Bahamas,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Americas,Barbados,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Americas,Belize,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Americas,Bolivia,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2000-01-01
Americas,Brazil,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Americas,Canada,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,1999-01-01
Americas,Chile,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2012-01-01
Americas,Colombia,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2001-01-01
Americas,Costa Rica,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,1999-01-01
Americas,Cuba,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Americas,Dominica,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Americas,Dominican Republic,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Americas,Ecuador,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,1999-01-01
Americas,El Salvador,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2006-01-01
Americas,Grenada,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Americas,Guatemala,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2000-01-01
Americas,Guyana,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Americas,Haiti,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2013-01-01
Americas,Honduras,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2019-01-01
Americas,Jamaica,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Americas,Mexico,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,1999-01-01
Americas,Nicaragua,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Americas,Panama,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Americas,Paraguay,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Americas,Peru,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,1999-01-01
Americas,Saint Kitts and Nevis,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Americas,Saint Lucia,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Americas,Saint Vincent and the Grenadines,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Americas,Suriname,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Americas,Trinidad and Tobago,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Americas,United States,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Americas,Uruguay,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2016-01-01
Americas,Venezuela,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Africa,Algeria,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Africa,Angola,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Africa,Benin,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2022-01-01
Africa,Botswana,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Africa,Burkina Faso,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Africa,Burundi,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2021-01-01
Africa,Cabo Verde,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Africa,Cameroon,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2010-01-01
Africa,Central African Republic,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Africa,Chad,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Africa,Comoros,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Africa,Congo,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Africa,Cote d'Ivoire,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2020-01-01
Africa,Democratic Republic of the Congo,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2018-01-01
Africa,Djibouti,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Africa,Equatorial Guinea,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Africa,Eritrea,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Africa,Ethiopia,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2021-01-01
Africa,Gabon,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Africa,Gambia,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2022-01-01
Africa,Ghana,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2001-01-01
Africa,Guinea,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Africa,Guinea-Bissau,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Africa,Kenya,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2005-01-01
Africa,Lesotho,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Africa,Liberia,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2017-01-01
Africa,Madagascar,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2019-01-01
Africa,Malawi,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2000-01-01
Africa,Mali,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2022-01-01
Africa,Mauritania,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2020-01-01
Africa,Mozambique,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Africa,Namibia,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2003-01-01
Africa,Niger,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Africa,Nigeria,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2011-01-01
Africa,Rwanda,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2001-01-01
Africa,Sao Tome and Principe,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Africa,Senegal,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Africa,Seychelles,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Africa,Sierra Leone,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2011-01-01
Africa,Somalia,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Africa,South Sudan,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Africa,Sudan,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Africa,Swaziland,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Africa,Uganda,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2000-01-01
Africa,United Republic of Tanzania,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2003-01-01
Africa,Zambia,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2003-01-01
Africa,Zimbabwe,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2016-01-01
Africa,Mauritius,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Africa,South Africa,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,1999-01-01
Africa,Togo,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,1999-01-01
Europe,Albania,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2003-01-01
Europe,Andorra,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Europe,Austria,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2022-01-01
Europe,Armenia,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2006-01-01
Europe,Belarus,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Europe,Belgium,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Europe,Bulgaria,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2011-01-01
Europe,Croatia,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2008-01-01
Europe,Cyprus,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2022-01-01
Europe,France,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,1999-01-01
Europe,Czech Republic,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Europe,Denmark,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2007-01-01
Europe,Estonia,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2020-01-01
Europe,Finland,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2014-01-01
Europe,Georgia,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2007-01-01
Europe,Germany,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2001-01-01
Europe,Greece,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2000-01-01
Europe,Holy See,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Europe,Hungary,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Europe,Iceland,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Europe,Italy,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Europe,Ireland,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2015-01-01
Europe,Latvia,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2015-01-01
Europe,Liechtenstein,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Europe,Lithuania,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2017-01-01
Europe,Luxembourg,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2001-01-01
Europe,North Macedonia,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Europe,Romania,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Europe,San Marino,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Europe,Serbia,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2010-01-01
Europe,Slovakia,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Europe,Slovenia,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2020-01-01
Europe,Spain,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2000-01-01
Europe,Sweden,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Europe,Switzerland,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Europe,United Kingdom,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2006-01-01
Europe,Malta,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Europe,Monaco,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Europe,Montenegro,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Europe,Netherlands,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2014-01-01
Europe,Norway,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2017-01-01
Europe,Poland,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,1999-01-01
Europe,Portugal,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,1999-01-01
Europe,Republic of Moldova,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2018-01-01
Europe,Russia,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Europe,Turkey,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Europe,Ukraine,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2009-01-01
Middle East,Bahrain,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
